The Monthly electricity data explorer and the main highlights are available here: https://www.iea.org/reports/monthly-electricity-statistics-overview,,,,,
,,,,,
Please note that your use of IEA data is subject to the Terms and Conditions found on the IEA’s website here: https://www.iea.org/terms ,,,,,
"In particular, external dissemination of any IEA data, including within software or other tools, requires specific permission and may be subject to an additional licence fee.",,,,,
Please contact us at stats@iea.org if you have any questions on the terms.,,,,,
Last update:,12 June 2025,,,,
"This notice, and any copyright or sourcing statements in the file, must not be removed from this file.",,,,,
,,,,,
Country,Time,Balance,Product,Value,Unit
Australia,March 2025,Net Electricity Production,Electricity,23452.7503,GWh
Australia,March 2025,Net Electricity Production,Total Combustible Fuels,14581.1959,GWh
Australia,March 2025,Net Electricity Production,Hydro,917.0477,GWh
Australia,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",10532.747,GWh
Australia,March 2025,Net Electricity Production,Oil and Petroleum Products,346.5756,GWh
Australia,March 2025,Net Electricity Production,Natural Gas,3481.5199,GWh
Australia,March 2025,Net Electricity Production,Combustible Renewables,220.3534,GWh
Australia,March 2025,Net Electricity Production,Solar,4705.3738,GWh
Australia,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9091.9078,GWh
Australia,March 2025,Used for pumped storage,Electricity,79.1004,GWh
Australia,March 2025,Distribution Losses,Electricity,1139.8667,GWh
Australia,March 2025,Final Consumption (Calculated),Electricity,22233.7833,GWh
Australia,March 2025,Net Electricity Production,Wind,3249.1329,GWh
Austria,March 2025,Net Electricity Production,Electricity,5900.7173,GWh
Austria,March 2025,Net Electricity Production,Total Combustible Fuels,1711.6824,GWh
Austria,March 2025,Net Electricity Production,Hydro,2308.0694,GWh
Austria,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",139.4937,GWh
Austria,March 2025,Net Electricity Production,Oil and Petroleum Products,63.1911,GWh
Austria,March 2025,Net Electricity Production,Natural Gas,1044.3774,GWh
Austria,March 2025,Net Electricity Production,Combustible Renewables,407.6536,GWh
Austria,March 2025,Net Electricity Production,Geothermal,0.0004,GWh
Austria,March 2025,Net Electricity Production,Other Combustible Non-Renewables,56.9666,GWh
Austria,March 2025,Net Electricity Production,Solar,1026.5253,GWh
Austria,March 2025,Net Electricity Production,Not Specified,1.0112,GWh
Austria,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4595.6773,GWh
Austria,March 2025,Total Imports,Electricity,2344.218,GWh
Austria,March 2025,Total Exports,Electricity,1464.8929,GWh
Austria,March 2025,Used for pumped storage,Electricity,501.0461,GWh
Austria,March 2025,Distribution Losses,Electricity,260.4338,GWh
Austria,March 2025,Final Consumption (Calculated),Electricity,6018.5625,GWh
Austria,March 2025,Net Electricity Production,Wind,853.4286,GWh
Belgium,March 2025,Net Electricity Production,Electricity,6290.1158,GWh
Belgium,March 2025,Net Electricity Production,Nuclear,2367.2082,GWh
Belgium,March 2025,Net Electricity Production,Hydro,116.9667,GWh
Belgium,March 2025,Net Electricity Production,Total Combustible Fuels,2047.6797,GWh
Belgium,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",238.5142,GWh
Belgium,March 2025,Net Electricity Production,Oil and Petroleum Products,16.5933,GWh
Belgium,March 2025,Net Electricity Production,Natural Gas,1393.8819,GWh
Belgium,March 2025,Net Electricity Production,Combustible Renewables,291.313,GWh
Belgium,March 2025,Net Electricity Production,Other Combustible Non-Renewables,107.3773,GWh
Belgium,March 2025,Net Electricity Production,Solar,1068.029,GWh
Belgium,March 2025,Net Electricity Production,Not Specified,43.7571,GWh
Belgium,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2122.7838,GWh
Belgium,March 2025,Total Imports,Electricity,2464.895,GWh
Belgium,March 2025,Total Exports,Electricity,1379.983,GWh
Belgium,March 2025,Used for pumped storage,Electricity,99.5949,GWh
Belgium,March 2025,Distribution Losses,Electricity,326.67,GWh
Belgium,March 2025,Final Consumption (Calculated),Electricity,6948.7628,GWh
Belgium,March 2025,Net Electricity Production,Wind,646.4751,GWh
Canada,March 2025,Net Electricity Production,Electricity,56598.1152,GWh
Canada,March 2025,Net Electricity Production,Nuclear,6958.7331,GWh
Canada,March 2025,Net Electricity Production,Hydro,32417.3274,GWh
Canada,March 2025,Net Electricity Production,Total Combustible Fuels,11280.9225,GWh
Canada,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",1964.424,GWh
Canada,March 2025,Net Electricity Production,Oil and Petroleum Products,390.7492,GWh
Canada,March 2025,Net Electricity Production,Natural Gas,8033.4664,GWh
Canada,March 2025,Net Electricity Production,Combustible Renewables,880.9375,GWh
Canada,March 2025,Net Electricity Production,Other Combustible Non-Renewables,11.3454,GWh
Canada,March 2025,Net Electricity Production,Solar,730.5885,GWh
Canada,March 2025,Net Electricity Production,Not Specified,28.1667,GWh
Canada,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",39211.2305,GWh
Canada,March 2025,Total Imports,Electricity,2498.6294,GWh
Canada,March 2025,Total Exports,Electricity,2057.5343,GWh
Canada,March 2025,Used for pumped storage,Electricity,19.0563,GWh
Canada,March 2025,Distribution Losses,Electricity,2461.603,GWh
Canada,March 2025,Final Consumption (Calculated),Electricity,54558.551,GWh
Canada,March 2025,Net Electricity Production,Wind,5182.377,GWh
Chile,March 2025,Net Electricity Production,Electricity,7532.3273,GWh
Chile,March 2025,Net Electricity Production,Hydro,1455.0393,GWh
Chile,March 2025,Net Electricity Production,Total Combustible Fuels,3248.9595,GWh
Chile,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",1368.9435,GWh
Chile,March 2025,Net Electricity Production,Oil and Petroleum Products,79.7191,GWh
Chile,March 2025,Net Electricity Production,Natural Gas,1352.542,GWh
Chile,March 2025,Net Electricity Production,Combustible Renewables,447.7548,GWh
Chile,March 2025,Net Electricity Production,Geothermal,8.808,GWh
Chile,March 2025,Net Electricity Production,Solar,1895.3969,GWh
Chile,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4731.1226,GWh
Chile,March 2025,Distribution Losses,Electricity,461.0752,GWh
Chile,March 2025,Final Consumption (Calculated),Electricity,7071.2521,GWh
Chile,March 2025,Net Electricity Production,Wind,924.1236,GWh
Colombia,March 2025,Remarks,Data is estimated for this month,,GWh
Colombia,March 2025,Net Electricity Production,Electricity,7637.6762,GWh
Colombia,March 2025,Net Electricity Production,Total Combustible Fuels,1316.9844,GWh
Colombia,March 2025,Net Electricity Production,Hydro,5800.8092,GWh
Colombia,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",286.4983,GWh
Colombia,March 2025,Net Electricity Production,Oil and Petroleum Products,260.5635,GWh
Colombia,March 2025,Net Electricity Production,Natural Gas,540.2893,GWh
Colombia,March 2025,Net Electricity Production,Combustible Renewables,229.6333,GWh
Colombia,March 2025,Net Electricity Production,Solar,517.4123,GWh
Colombia,March 2025,Net Electricity Production,Not Specified,2.4702,GWh
Colombia,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",6547.8548,GWh
Colombia,March 2025,Total Imports,Electricity,14.4599,GWh
Colombia,March 2025,Total Exports,Electricity,103.6994,GWh
Colombia,March 2025,Distribution Losses,Electricity,621.3989,GWh
Colombia,March 2025,Final Consumption (Calculated),Electricity,6927.0377,GWh
Costa Rica,March 2025,Remarks,Data is estimated for this month,,GWh
Costa Rica,March 2025,Net Electricity Production,Electricity,1043.3988,GWh
Costa Rica,March 2025,Net Electricity Production,Hydro,620.0691,GWh
Costa Rica,March 2025,Net Electricity Production,Total Combustible Fuels,102.0005,GWh
Costa Rica,March 2025,Net Electricity Production,Oil and Petroleum Products,90.5176,GWh
Costa Rica,March 2025,Net Electricity Production,Combustible Renewables,11.483,GWh
Costa Rica,March 2025,Net Electricity Production,Geothermal,129.1428,GWh
Costa Rica,March 2025,Net Electricity Production,Solar,10.4803,GWh
Costa Rica,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",952.8812,GWh
Costa Rica,March 2025,Total Imports,Electricity,38.525,GWh
Costa Rica,March 2025,Total Exports,Electricity,9.2414,GWh
Costa Rica,March 2025,Distribution Losses,Electricity,94.7629,GWh
Costa Rica,March 2025,Final Consumption (Calculated),Electricity,977.9195,GWh
